Adjustment,Date,Company,ISIN
+,2018-12-17,YUNDA Holding,CNE100000015
+,2018-12-17,Zangge Mining,CNE000000L08
-,2018-12-17,Zhongtian,CNE000000FL2
+,2018-12-17,ZHSF,CNE000000MH6
+,2018-06-11,360,CNE100002RZ2
-,2018-06-11,AECC AEC,CNE000000RM5
-,2018-06-11,Alpha Group,CNE100000FT4
+,2018-06-11,BNBMPLC,CNE000000QS4
+,2018-06-11,Caitong Secs,CNE100002V44
-,2018-06-11,CCSC,CNE100002FF9
+,2018-06-11,CCTC,CNE100001Y42
+,2018-06-11,Chengdu Bank,CNE100002SN6
-,2018-06-11,Chengtou Holding,CNE0000005R5
-,2018-06-11,CHIC,CNE100001SX7
+,2018-06-11,China Jushi,CNE000000YM1
-,2018-06-11,CHSR,CNE0000001C6
-,2018-06-11,CMES,CNE000001PQ8
+,2018-06-11,CMET,CNE1000032B1
+,2018-06-11,CN Ptrlum Eng,CNE000001642
-,2018-06-11,COMEC,CNE000000BP2
+,2018-06-11,COSL,CNE100000759
-,2018-06-11,CVTE,CNE100002K47
+,2018-06-11,FangDa Carbon,CNE000001CC6
+,2018-06-11,GAC Group,CNE100001NQ2
-,2018-06-11,GZBL,CNE100000PY3
+,2018-06-11,HAI TIAN,CNE100001SL2
-,2018-06-11,Haige Commns,CNE100000T24
-,2018-06-11,Hainan Rubber,CNE100000YM0
+,2018-06-11,HLA GROUP,CNE0000016H3
+,2018-06-11,HLGF,CNE0000018V0
+,2018-06-11,HN Hydropower,CNE100002T71
+,2018-06-11,Hoshine Silicon,CNE100002V10
+,2018-06-11,HTGD,CNE000001FQ9
+,2018-06-11,Intretech,CNE1000033H6
+,2018-06-11,KCT,CNE1000018P0
+,2018-06-11,Lens,CNE100001YW7
-,2018-06-11,Linglong Tyre,CNE100002GM3
+,2018-06-11,Macalline,CNE100002RX7
-,2018-06-11,Northeast Secs,CNE0000004H9
-,2018-06-11,Ourpalm,CNE100001DH2
-,2018-06-11,Protrully,CNE000000RC6
+,2018-06-11,RSPC,CNE100000W60
+,2018-06-11,Sanhua,CNE000001M22
-,2018-06-11,SEALAND SEC,CNE0000008K4
-,2018-06-11,SH Elec Power,CNE000001G53
-,2018-06-11,Shanghai Bailian,CNE000000CB0
+,2018-06-11,Shanxi Fen Wine,CNE000000DH5
-,2018-06-11,Sinopec SSC,CNE000000HS3
+,2018-06-11,THDB,CNE000000H87
+,2018-06-11,Tongwei,CNE000001GS3
-,2018-06-11,TRIANGLE TYRE,CNE100002GN1
-,2018-06-11,VictoryPrecision,CNE100000Q01
+,2018-06-11,Wanfeng Auto,CNE000001PF1
-,2018-06-11,Xinwei Group,CNE000001FK2
-,2018-06-11,YOOZOO,CNE1000007K4
-,2018-06-11,Yuto Packaging,CNE100002H00
-,2018-06-11,ZJHTC,CNE000000JX9
-,2018-06-11,ZRCBANK,CNE100002K54
+,2017-12-11,Aiereye Hospital,CNE100000GR6
+,2017-12-11,ANSTEEL,CNE000000SQ4
+,2017-12-11,BaiyinNonferrous,CNE100002RP3
-,2017-12-11,BGCTV,CNE0000016Y8
-,2017-12-11,China Baoan Grp,CNE000000222
+,2017-12-11,CN Coal Energy,CNE100000957
-,2017-12-11,COFCO Sugar Hldg,CNE000000LH8
-,2017-12-11,CSSC Holdings,CNE000000W05
+,2017-12-11,Datang Power,CNE000001Q02
-,2017-12-11,DCITS,CNE000000FM0
-,2017-12-11,Eternal Asia,CNE1000007Y5
+,2017-12-11,Ganfeng Lithium,CNE100000SF6
-,2017-12-11,GRG Banking,CNE100000650
-,2017-12-11,Guanghui Stone,CNE0000012G4
-,2017-12-11,GUOXIN MICRO,CNE000001M14
+,2017-12-11,GZ Port,CNE100002RF4
-,2017-12-11,Hisense Visual,CNE000000PF3
+,2017-12-11,HNPI,CNE000001998
-,2017-12-11,Huace Film & TV,CNE100000VX3
-,2017-12-11,Huawen,CNE0000002L5
+,2017-12-11,Huayou Cobalt,CNE100001VW3
-,2017-12-11,IEIT SYSTEMS,CNE0000012M2
+,2017-12-11,Jiangsu Guoxin,CNE100001658
+,2017-12-11,LB Group,CNE1000015M3
-,2017-12-11,Leo GROUP,CNE1000000F9
+,2017-12-11,Lepu Medical BJ,CNE100000H44
-,2017-12-11,LETV,CNE100000SJ8
+,2017-12-11,LONGi,CNE100001FR6
+,2017-12-11,MinmetalsCapital,CNE0000016N1
+,2017-12-11,MJNY,CNE0000005J2
-,2017-12-11,Neusoft,CNE000000KJ6
+,2017-12-11,NS Aluminium,CNE000001139
+,2017-12-11,Oppein,CNE100002RB3
+,2017-12-11,PWRD,CNE1000018W6
+,2017-12-11,Salubris,CNE100000FW8
-,2017-12-11,Seres Grp,CNE1000028B9
+,2017-12-11,SFY,CNE100001203
+,2017-12-11,STO Express,CNE100000T99
-,2017-12-11,Stonehill Tech,CNE1000008K2
-,2017-12-11,Suning Universal,CNE0000007N0
-,2017-12-11,Sunner,CNE100000G78
+,2017-12-11,SUNWAY COMM,CNE100000W94
-,2017-12-11,SZ Kingdom,CNE000001GF0
-,2017-12-11,TIK,CNE000000YB4
-,2017-12-11,Wasu Media,CNE0000014L0
-,2017-12-11,Wonders Info,CNE100000ZD6
+,2017-12-11,ZHESHANG SECS,CNE100002R65
+,2017-12-11,Zhifei-Biol,CNE100000V20
+,2017-06-12,37 Interactive,CNE1000010N2
-,2017-06-12,Aiereye Hospital,CNE100000GR6
-,2017-06-12,Aurora Optoelect,CNE0000003S8
-,2017-06-12,Bairun Invstmnt,CNE1000011K6
+,2017-06-12,Bank of JS,CNE100002G76
+,2017-06-12,BBMG Corp,CNE1000010M4
-,2017-06-12,BlueFocus,CNE100000LV8
+,2017-06-12,BOSC,CNE100002FM5
+,2017-06-12,BUCHANG PHARMA,CNE100002FV6
-,2017-06-12,BYHEALTH,CNE100000Y84
+,2017-06-12,CCSC,CNE100002FF9
+,2017-06-12,Century Huatong,CNE1000015R2
-,2017-06-12,Changhong,CNE000000GJ4
+,2017-06-12,China Film,CNE100002GX0
-,2017-06-12,CIMC,CNE000000644
+,2017-06-12,CN Galaxy Secu,CNE100002FG7
+,2017-06-12,CNCEC,CNE100000KC0
-,2017-06-12,CS,CNE0000001Y0
+,2017-06-12,CVTE,CNE100002K47
-,2017-06-12,Dongfang Elec,CNE000000J28
-,2017-06-12,FAW Jiefang,CNE000000R85
+,2017-06-12,Giant Network,CNE1000010R3
-,2017-06-12,Golden Dragon,CNE000000PJ5
+,2017-06-12,GYB,CNE100002FX2
+,2017-06-12,HUAAN SECURITIES,CNE100002GR2
+,2017-06-12,HZBANK,CNE100002GQ4
-,2017-06-12,InfoGem,CNE100000QL8
-,2017-06-12,Jetsen,CNE1000010B7
-,2017-06-12,Jin Jiang Hotels,CNE000000MK0
-,2017-06-12,JUNEYAOAIR,CNE100001ZY0
+,2017-06-12,Linglong Tyre,CNE100002GM3
-,2017-06-12,Luxin Venture,CNE000000NW3
-,2017-06-12,MeiHua Group,CNE000000HP9
+,2017-06-12,MeinianOnehealth,CNE000001LV7
+,2017-06-12,NJXB,CNE000000CX4
-,2017-06-12,PD Group,CNE1000012K4
-,2017-06-12,People.cn,CNE100001FP0
-,2017-06-12,Phoenix Media,CNE1000019Q6
+,2017-06-12,Pientzehuang,CNE000001F21
+,2017-06-12,Robam,CNE100000WY9
+,2017-06-12,S F Holding,CNE100000L63
+,2017-06-12,Shenzhen Goodix,CNE100002G84
+,2017-06-12,Shougang,CNE000001196
-,2017-06-12,Sz Energy,CNE000000933
-,2017-06-12,SZAP,CNE0000008V1
-,2017-06-12,TDTEC,CNE000001B90
-,2017-06-12,THDB,CNE000000H87
+,2017-06-12,TRIANGLE TYRE,CNE100002GN1
-,2017-06-12,TZE,CNE1000000B8
-,2017-06-12,Ultrapower,CNE100000H51
-,2017-06-12,Wanfeng Auto,CNE000001PF1
-,2017-06-12,WGQ,CNE000000438
-,2017-06-12,Xinxing Pipes,CNE000000QG9
+,2017-06-12,YanAn Bicon,CNE100000PJ4
+,2017-06-12,YTO Express,CNE0000012J8
+,2017-06-12,Yuto Packaging,CNE100002H00
-,2017-06-12,Zhongheng Group,CNE0000015F9
+,2017-06-12,Zhongnan Cons,CNE0000011P7
+,2017-06-12,ZRCBANK,CNE100002K54
+,2017-06-12,ZTT,CNE000001CW4
-,2017-02-14,Wuhan Steel,CNE000000ZZ0
+,2017-02-14,XTC,CNE000001D15
-,2016-12-12,ANSTEEL,CNE000000SQ4
-,2016-12-12,BBMG Corp,CNE1000010M4
+,2016-12-12,Biocause Pharma,CNE000000F48
-,2016-12-12,CECWPC,CNE100001T15
-,2016-12-12,CFHI,CNE100000L48
-,2016-12-12,China XD,CNE100000KW8
+,2016-12-12,Chint Electrics,CNE100000KD8
+,2016-12-12,CHSR,CNE0000001C6
-,2016-12-12,CN Coal Energy,CNE100000957
-,2016-12-12,CNCEC,CNE100000KC0
+,2016-12-12,CNECC,CNE100002896
-,2016-12-12,CNResourceSanjiu,CNE0000011K8
-,2016-12-12,CNS,CNE100000W03
+,2016-12-12,Coking Coal Enr,CNE0000013Y5
-,2016-12-12,COSL,CNE100000759
+,2016-12-12,CS,CNE0000001Y0
+,2016-12-12,CSICPCL,CNE000001KB1
-,2016-12-12,Datang Power,CNE000001Q02
+,2016-12-12,DCITS,CNE000000FM0
+,2016-12-12,FCSC,CNE1000027G0
+,2016-12-12,FiberHome,CNE0000018P2
-,2016-12-12,GDG,CNE000000SB6
+,2016-12-12,GOTION,CNE000001NY7
+,2016-12-12,Grand Automotive,CNE000001576
+,2016-12-12,GUOXIN MICRO,CNE000001M14
+,2016-12-12,Haixin Energy-Te,CNE100000NP6
-,2016-12-12,HDPI,CNE000001LJ2
-,2016-12-12,Hepalink,CNE100000P02
-,2016-12-12,HLA GROUP,CNE0000016H3
-,2016-12-12,HNPI,CNE000001998
-,2016-12-12,Hubei Triring,CNE000000750
+,2016-12-12,Jetsen,CNE1000010B7
+,2016-12-12,Jin Jiang Hotels,CNE000000MK0
-,2016-12-12,Jingneng Power,CNE000001B82
-,2016-12-12,Jointown,CNE100000W45
-,2016-12-12,Kelun Pharm,CNE100000PW7
+,2016-12-12,Leo GROUP,CNE1000000F9
-,2016-12-12,Lepu Medical BJ,CNE100000H44
+,2016-12-12,Muyuan Foods,CNE100001RQ3
-,2016-12-12,NMHD,CNE000000GN6
-,2016-12-12,Oceanwide Hldg,CNE000000123
+,2016-12-12,Orient Landscape,CNE100000HN3
+,2016-12-12,RoyalFlush Info,CNE100000JG3
-,2016-12-12,Salubris,CNE100000FW8
+,2016-12-12,Seazen Holdg,CNE100002BF8
+,2016-12-12,Seres Grp,CNE1000028B9
-,2016-12-12,Shandong Steel,CNE000001JV1
-,2016-12-12,Shenergy,CNE0000005Q7
-,2016-12-12,STSS,CNE000000WM5
+,2016-12-12,Suning Universal,CNE0000007N0
+,2016-12-12,Sunner,CNE100000G78
+,2016-12-12,Tianqi Lithium,CNE100000T32
-,2016-12-12,Tsingtao Brewery,CNE0000009Y3
+,2016-12-12,UNIS,CNE0000010T1
+,2016-12-12,VictoryPrecision,CNE100000Q01
+,2016-12-12,Wanfeng Auto,CNE000001PF1
+,2016-12-12,Yango,CNE000000206
-,2016-12-12,Yanjing Brewery,CNE000000S84
-,2016-12-12,YKPLC,CNE0000019S4
+,2016-12-12,YOOZOO,CNE1000007K4
+,2016-06-13,Aurora Optoelect,CNE0000003S8
+,2016-06-13,Bairun Invstmnt,CNE1000011K6
+,2016-06-13,BGCTV,CNE0000016Y8
+,2016-06-13,BJ Cap Deve,CNE000001782
-,2016-06-13,Chongqing Water,CNE100000MT0
+,2016-06-13,CITIC Guoan,CNE000000TD0
-,2016-06-13,CN RARE EARTH,CNE000000WS2
+,2016-06-13,COFCO Sugar Hldg,CNE000000LH8
-,2016-06-13,Coking Coal Enr,CNE0000013Y5
+,2016-06-13,COMEC,CNE000000BP2
+,2016-06-13,Eternal Asia,CNE1000007Y5
+,2016-06-13,Focus Media Info,CNE000001KK2
-,2016-06-13,Foton,CNE000000WC6
-,2016-06-13,GAC Group,CNE100001NQ2
+,2016-06-13,GDG,CNE000000SB6
-,2016-06-13,GED,CNE0000006J0
-,2016-06-13,Glodon,CNE100000PH8
+,2016-06-13,Greenland Hldng,CNE000000388
+,2016-06-13,GRG Banking,CNE100000650
+,2016-06-13,GZBL,CNE100000PY3
-,2016-06-13,HAI TIAN,CNE100001SL2
-,2016-06-13,Hainan Mining,CNE100001VS1
+,2016-06-13,IEIT SYSTEMS,CNE0000012M2
+,2016-06-13,InfoGem,CNE100000QL8
+,2016-06-13,J-Yuan Trust,CNE0000003P4
-,2016-06-13,Jereh Group,CNE100000L55
-,2016-06-13,JZEG,CNE0000010H6
-,2016-06-13,Lu an EED,CNE000001NT7
-,2016-06-13,PGVT,CNE0000007H2
+,2016-06-13,Protrully,CNE000000RC6
-,2016-06-13,SDHS,CNE0000019Y2
+,2016-06-13,SDIC Capital,CNE000000Q11
+,2016-06-13,Shandong Steel,CNE000001JV1
-,2016-06-13,Shanghai Jahwa,CNE0000017K5
+,2016-06-13,Sinopec SSC,CNE000000HS3
-,2016-06-13,SL Pharm,CNE000001L31
+,2016-06-13,SZ Kingdom,CNE000001GF0
+,2016-06-13,TDTEC,CNE000001B90
-,2016-06-13,Tianjin Port,CNE000000L16
-,2016-06-13,USISH,CNE100001BZ8
-,2016-06-13,WFHT,CNE0000002G5
+,2016-06-13,Wonders Info,CNE100000ZD6
+,2016-06-13,Wuchan Zhongda,CNE000000KF4
-,2016-06-13,XJ Electric,CNE0000007F6
-,2016-06-13,XREC,CNE000000HN4
-,2016-06-13,XTC,CNE000001D15
-,2016-06-13,Yasha,CNE100000M70
-,2016-06-13,ZDDC,CNE0000007X9
-,2015-12-30,CMPD,CNE0000008B3
+,2015-12-30,CMSK,CNE100002FC6
-,2015-12-14,Beingmate,CNE1000011Y7
+,2015-12-14,Bohai Leasing,CNE0000009B1
-,2015-12-14,BRIGHT DAIRY,CNE000001C99
-,2015-12-14,CAMCE,CNE000001N13
+,2015-12-14,CECWPC,CNE100001T15
+,2015-12-14,CHIC,CNE100001SX7
-,2015-12-14,Chihong Zinc,CNE000001HC5
-,2015-12-14,CITIC Guoan,CNE000000TD0
+,2015-12-14,CMES,CNE000001PQ8
+,2015-12-14,CNNP,CNE1000022N7
+,2015-12-14,Dongxing Secs,CNE100002177
-,2015-12-14,Elion Energy,CNE0000013S7
-,2015-12-14,FangDa Carbon,CNE000001CC6
+,2015-12-14,GAC Group,CNE100001NQ2
+,2015-12-14,GTJA,CNE1000022F3
-,2015-12-14,Haisco,CNE100001BC7
-,2015-12-14,HDAA,CNE0000015N3
-,2015-12-14,HN China Leather,CNE100000KP2
-,2015-12-14,HYGF,CNE000001FP1
+,2015-12-14,Jihua Group,CNE100000SK6
-,2015-12-14,JiShi Media,CNE100001BY1
+,2015-12-14,JSCN,CNE1000022G1
+,2015-12-14,JUNEYAOAIR,CNE100001ZY0
-,2015-12-14,NHU,CNE000001J84
-,2015-12-14,Orient Landscape,CNE100000HN3
+,2015-12-14,Ourpalm,CNE100001DH2
+,2015-12-14,SDHS,CNE0000019Y2
+,2015-12-14,SH Elec Power,CNE000001G53
-,2015-12-14,Shanxi Fen Wine,CNE000000DH5
+,2015-12-14,Songcheng Prfrmn,CNE100000XG4
+,2015-12-14,STEC,CNE000000B83
+,2015-12-14,Stonehill Tech,CNE1000008K2
+,2015-12-14,Wanda Film,CNE100001WW1
-,2015-12-14,Western Mining,CNE100000619
-,2015-12-14,Yasheng Group,CNE000000SP6
-,2015-12-14,YCC,CNE000000W13
-,2015-12-14,Yunnan Tin,CNE0000011D3
-,2015-12-14,Zhongk Sanhuan,CNE000001261
+,2015-12-14,Zhongtian,CNE000000FL2
+,2015-12-14,ZJHTC,CNE000000JX9
-,2015-06-15,Aisidi,CNE100000PN6
-,2015-06-15,B-ray Media,CNE000000JB5
+,2015-06-15,CFHI,CNE100000L48
-,2015-06-15,Changyu,CNE000001568
+,2015-06-15,COSCO SHIP HOLD,CNE100000601
-,2015-06-15,CPT Tech Group,CNE0000002D2
+,2015-06-15,Datang Power,CNE000001Q02
+,2015-06-15,Eastmoney,CNE100000MD4
+,2015-06-15,EBSCN,CNE100000FD8
-,2015-06-15,FiberHome,CNE0000018P2
+,2015-06-15,GED,CNE0000006J0
-,2015-06-15,GIMC,CNE100000P10
+,2015-06-15,Golden Dragon,CNE000000PJ5
+,2015-06-15,Guosen,CNE100001WS9
+,2015-06-15,Hainan Mining,CNE100001VS1
-,2015-06-15,Hisun,CNE0000013Z2
-,2015-06-15,HPGC,CNE0000009T3
-,2015-06-15,HWHG,CNE000000QW6
-,2015-06-15,Jidong Cement,CNE000000GX5
-,2015-06-15,Kingfa,CNE000001JP3
+,2015-06-15,LETV,CNE100000SJ8
-,2015-06-15,MINLIST,CNE000000Q78
-,2015-06-15,MTC,CNE100000Q50
-,2015-06-15,Neway,CNE100001SJ6
+,2015-06-15,Oceanwide Hldg,CNE000000123
+,2015-06-15,Orient Secs,CNE100001ZV6
+,2015-06-15,PacificSecs,CNE1000008V9
-,2015-06-15,Pientzehuang,CNE000001F21
-,2015-06-15,PJRC,CNE0000017V2
+,2015-06-15,Spring Airlines,CNE100001V45
+,2015-06-15,Tianjin Port,CNE000000L16
+,2015-06-15,Ultrapower,CNE100000H51
+,2015-06-15,Wuhan Steel,CNE000000ZZ0
-,2015-06-15,YILING PHARMA,CNE1000015S0
+,2015-06-15,YKPLC,CNE0000019S4
-,2015-06-15,YYTM,CNE000000594
+,2015-05-21,AECC AEC,CNE000000RM5
-,2015-05-21,China CNR,CNE100000JN9
+,2015-05-21,Lepu Medical BJ,CNE100000H44
-,2015-05-21,SH Pearl,CNE0000003Q2
-,2015-01-26,Hongyuan Secs,CNE0000006K8
+,2015-01-26,Shenwan Hongyuan,CNE100002FD4
+,2014-12-15,Aiereye Hospital,CNE100000GR6
+,2014-12-15,ANSTEEL,CNE000000SQ4
+,2014-12-15,Avicopter,CNE0000015V6
-,2014-12-15,BJ Cap Deve,CNE000001782
+,2014-12-15,BlueFocus,CNE100000LV8
+,2014-12-15,BOW,CNE100000N95
+,2014-12-15,BYHEALTH,CNE100000Y84
-,2014-12-15,China NFC,CNE000000PK3
+,2014-12-15,Chinese Media,CNE0000019X4
-,2014-12-15,CR Double-Cran,CNE000000Q94
-,2014-12-15,CSG Hldg,CNE0000002R2
-,2014-12-15,Datang Power,CNE000001Q02
-,2014-12-15,Dayou Ener,CNE000001G12
+,2014-12-15,Enlight Media,CNE100001617
-,2014-12-15,GAC Group,CNE100001NQ2
+,2014-12-15,HAI TIAN,CNE100001SL2
+,2014-12-15,HBMC,CNE100000GD6
+,2014-12-15,HLA GROUP,CNE0000016H3
+,2014-12-15,Huace Film & TV,CNE100000VX3
+,2014-12-15,Hundsun,CNE000001GD5
+,2014-12-15,Inovance,CNE100000V46
+,2014-12-15,Jingneng Power,CNE000001B82
-,2014-12-15,Jinke Property,CNE000000073
-,2014-12-15,Metersbonwe,CNE100000CQ7
-,2014-12-15,NS Aluminium,CNE000001139
-,2014-12-15,PingdingshanCoal,CNE000001PH7
-,2014-12-15,RisingNonferrous,CNE0000012R1
-,2014-12-15,SCIE,CNE000001FH8
+,2014-12-15,ShanghaiElectric,CNE100000D55
-,2014-12-15,Shenzhen Gas,CNE100000JM1
+,2014-12-15,Shiji Info,CNE100000668
+,2014-12-15,SIASUN,CNE100000GH7
-,2014-12-15,SLC,CNE000001Q85
-,2014-12-15,SLSVC,CNE000000XZ5
+,2014-12-15,STSS,CNE000000WM5
-,2014-12-15,Suning Universal,CNE0000007N0
+,2014-12-15,Wangsu,CNE100000GQ8
+,2014-12-15,WXQC,CNE000000FB3
-,2014-12-15,XINJI ENERGY,CNE1000008D7
+,2014-12-15,Xinwei Group,CNE000001FK2
-,2014-12-15,YYTH,CNE000000S01
-,2014-12-15,Zhongnan Cons,CNE0000011P7
-,2014-12-15,ZJHTC,CNE000000JX9
-,2014-12-15,ZMC,CNE0000010J2
+,2014-06-16,Aisidi,CNE100000PN6
+,2014-06-16,Alpha Group,CNE100000FT4
+,2014-06-16,B-ray Media,CNE000000JB5
-,2014-06-16,BUCID,CNE000000Y52
-,2014-06-16,CFHI,CNE100000L48
+,2014-06-16,China XD,CNE100000KW8
+,2014-06-16,CN Rfrm Hlth,CNE000000255
-,2014-06-16,CRHIC,CNE0000017Z3
-,2014-06-16,Dashang,CNE000000DW4
+,2014-06-16,Elion Energy,CNE0000013S7
+,2014-06-16,GIMC,CNE100000P10
+,2014-06-16,Glodon,CNE100000PH8
-,2014-06-16,GU JING,CNE000000MD5
-,2014-06-16,HACL,CNE0000019Z9
+,2014-06-16,Haige Commns,CNE100000T24
+,2014-06-16,Han's Laser Tech,CNE000001JQ1
-,2014-06-16,Haohua Energy,CNE100000N12
+,2014-06-16,Hubei Triring,CNE000000750
-,2014-06-16,HunanGold,CNE1000006B5
-,2014-06-16,HYMD,CNE000001KT3
-,2014-06-16,HYPC,CNE0000001J1
+,2014-06-16,JiShi Media,CNE100001BY1
-,2014-06-16,JN Shanxi Coal,CNE000001MZ6
+,2014-06-16,Jointown,CNE100000W45
+,2014-06-16,Junzheng,CNE1000010F8
+,2014-06-16,KINGENTA,CNE100000TC1
-,2014-06-16,KL Energy Chem,CNE000001HX1
-,2014-06-16,Liugong,CNE000000DB8
+,2014-06-16,LUXSHARE-ICT,CNE100000TP3
+,2014-06-16,MTC,CNE100000Q50
+,2014-06-16,Neway,CNE100001SJ6
-,2014-06-16,Oceanwide Hldg,CNE000000123
-,2014-06-16,OGI,CNE000000FX7
-,2014-06-16,PacificSecs,CNE1000008V9
-,2014-06-16,Palm Eco Town,CNE100000Q76
-,2014-06-16,ShaanGu,CNE100000QS3
+,2014-06-16,Shanghai RAAS,CNE100000C31
-,2014-06-16,Shen Huo,CNE000001097
-,2014-06-16,Sinoma-int,CNE000001LS3
-,2014-06-16,Sunner,CNE100000G78
+,2014-06-16,SX Coal Industry,CNE100001T64
+,2014-06-16,Sz Energy,CNE000000933
-,2014-06-16,TDTEC,CNE000001B90
+,2014-06-16,THDB,CNE000000H87
+,2014-06-16,TIK,CNE000000YB4
+,2014-06-16,Tunghsu Optoelec,CNE000000578
-,2014-06-16,Wangfujing,CNE000000GQ9
+,2014-06-16,ZDDC,CNE0000007X9
-,2014-06-16,ZJJH,CNE000000WQ6
-,2014-06-16,ZMJ,CNE100000S58
-,2014-06-16,Zoneco,CNE000001NR1
+,2014-06-16,ZZEPC,CNE100001SP3
-,2013-12-16,AT&M,CNE0000012X9
+,2013-12-16,AVIC IF,CNE000000KC1
+,2013-12-16,BRIGHT DAIRY,CNE000001C99
+,2013-12-16,CapitalECO-ProGr,CNE000001295
-,2013-12-16,ChongqingBrewery,CNE000000TL3
+,2013-12-16,CN RARE EARTH,CNE000000WS2
+,2013-12-16,CPT Tech Group,CNE0000002D2
-,2013-12-16,CRT,CNE000000VW6
+,2013-12-16,DHCC,CNE000001NL4
-,2013-12-16,EBSCN,CNE100000FD8
-,2013-12-16,GED,CNE0000006J0
+,2013-12-16,Haisco,CNE100001BC7
-,2013-12-16,HBYH,CNE0000009C9
-,2013-12-16,Huajin Chmcl Ind,CNE000000NY9
+,2013-12-16,Huawen,CNE0000002L5
-,2013-12-16,Hubei Triring,CNE000000750
+,2013-12-16,HWHG,CNE000000QW6
+,2013-12-16,IFLYTEK,CNE100000B81
-,2013-12-16,IMDTECL,CNE100000098
-,2013-12-16,Jien Nickel,CNE000001FV9
+,2013-12-16,LJZ,CNE0000009S5
+,2013-12-16,OFILM,CNE100000S33
+,2013-12-16,People.cn,CNE100001FP0
-,2013-12-16,PZER,CNE000000859
-,2013-12-16,SCSF,CNE000000NH4
-,2013-12-16,Shanghai Energy,CNE000001915
+,2013-12-16,SIPG,CNE0000013N8
+,2013-12-16,SPC,CNE000000BB2
-,2013-12-16,Sz Energy,CNE000000933
-,2013-12-16,Taiyuan Heavy,CNE000000X12
-,2013-12-16,Tianwei,CNE000001758
+,2013-12-16,TUS-EST,CNE000000BX6
+,2013-12-16,TZE,CNE1000000B8
+,2013-12-16,USISH,CNE100001BZ8
+,2013-12-16,WGQ,CNE000000438
-,2013-12-16,Wuhan Steel,CNE000000ZZ0
+,2013-12-16,XJ Electric,CNE0000007F6
+,2013-12-16,XREC,CNE000000HN4
-,2013-12-16,YTG,CNE000000JC3
-,2013-12-16,Yunnan Alumin,CNE000000VG9
-,2013-12-16,ZTHX,CNE000001PP0
-,2013-12-16,ZY Tungsten,CNE100000MX2
+,2013-09-23,Midea Group,CNE100001QQ5
-,2013-09-18,GD Midea,CNE0000003N9
-,2013-07-01,ANSTEEL,CNE000000SQ4
-,2013-07-01,Baoji Titanium,CNE000001B41
-,2013-07-01,BGCTV,CNE0000016Y8
-,2013-07-01,Blue Flame Hldg,CNE0000012V3
+,2013-07-01,CAMCE,CNE000001N13
-,2013-07-01,China XD,CNE100000KW8
