Adjustment,Date,Company,ISIN
+,2013-07-01,CMOC Group,CNE100001NR0
+,2013-07-01,Datang Power,CNE000001Q02
+,2013-07-01,Dayou Ener,CNE000001G12
+,2013-07-01,GED,CNE0000006J0
+,2013-07-01,GYBYS,CNE000001733
+,2013-07-01,Hisense Visual,CNE000000PF3
-,2013-07-01,Hongda,CNE0000019F1
+,2013-07-01,Huadong Med,CNE0000011S1
-,2013-07-01,HuiZhou ITG,CNE100000031
+,2013-07-01,Jinke Property,CNE000000073
-,2013-07-01,JSZY,CNE000000N97
-,2013-07-01,Junzheng,CNE1000010F8
+,2013-07-01,KDX,CNE100000RN2
-,2013-07-01,MESNAC,CNE000001NX9
+,2013-07-01,Metersbonwe,CNE100000CQ7
-,2013-07-01,NavInfo,CNE100000P69
+,2013-07-01,Pientzehuang,CNE000001F21
+,2013-07-01,Salubris,CNE100000FW8
-,2013-07-01,Shandong Steel,CNE000001JV1
+,2013-07-01,Shenzhen Gas,CNE100000JM1
-,2013-07-01,Sinovel Wind Gro,CNE100000YW9
-,2013-07-01,STSS,CNE000000WM5
+,2013-07-01,Sz Energy,CNE000000933
-,2013-07-01,TKGF,CNE1000012X7
+,2013-07-01,Wasu Media,CNE0000014L0
-,2013-07-01,WXQC,CNE000000FB3
+,2013-01-04,CCCC,CNE100001FN5
+,2013-01-04,CFLD,CNE000001GG8
-,2013-01-04,COSCO SHIP HOLD,CNE100000601
+,2013-01-04,Dahua Tech,CNE100000BJ4
-,2013-01-04,Datang Power,CNE000001Q02
+,2013-01-04,GAC Group,CNE100001NQ2
+,2013-01-04,GU JING,CNE000000MD5
+,2013-01-04,HDPI,CNE000001LJ2
+,2013-01-04,Hubei Triring,CNE000000750
-,2013-01-04,JAC,CNE0000018M9
-,2013-01-04,Jihua Group,CNE100000SK6
-,2013-01-04,Joeone,CNE1000013C9
-,2013-01-04,JSHX,CNE000001600
-,2013-01-04,Kaifa,CNE000000FK4
-,2013-01-04,NCPC,CNE000000D16
+,2013-01-04,OPG,CNE0000004Z1
-,2013-01-04,RSPC,CNE100000W60
+,2013-01-04,SDIC Power,CNE000000JM2
+,2013-01-04,SEALAND SEC,CNE0000008K4
-,2013-01-04,SHANTUI,CNE000000KZ2
-,2013-01-04,Sinochem Intl,CNE0000011R3
-,2013-01-04,Sinomach Heavy,CNE100000L30
-,2013-01-04,Sytech,CNE000000XL5
+,2013-01-04,TDTEC,CNE000001B90
+,2013-01-04,Western Sec,CNE100001D96
+,2013-01-04,WTECL,CNE000000WD4
+,2013-01-04,Yasha,CNE100000M70
-,2013-01-04,Zhongfu Indl,CNE000001BQ8
+,2013-01-04,Zhongk Sanhuan,CNE000001261
-,2013-01-04,ZPMC,CNE000001683
-,2012-07-02,Aerospace Elec,CNE000000J93
+,2012-07-02,Beingmate,CNE1000011Y7
-,2012-07-02,Binjiang Group,CNE100000BS5
+,2012-07-02,BOE,CNE0000016L5
-,2012-07-02,CapitalECO-ProGr,CNE000001295
-,2012-07-02,COFCO Sugar Hldg,CNE000000LH8
-,2012-07-02,COSCO Energy,CNE000001BD6
-,2012-07-02,COSCO Shipping,CNE000001B58
-,2012-07-02,DZH,CNE100000ZL9
-,2012-07-02,DZUG,CNE0000007Y7
+,2012-07-02,Founder Secs,CNE1000015Y8
-,2012-07-02,GDG,CNE000000SB6
+,2012-07-02,Goertek,CNE100000BP1
+,2012-07-02,Gold Mantis,CNE000001P86
+,2012-07-02,Great Wall Motor,CNE1000018V8
-,2012-07-02,hlgf,CNE100000WG6
+,2012-07-02,HNPI,CNE000001998
-,2012-07-02,HT-SAAE,CNE000000W96
+,2012-07-02,HYPC,CNE0000001J1
+,2012-07-02,Jereh Group,CNE100000L55
-,2012-07-02,Joincare,CNE000001816
-,2012-07-02,MAS C.L.,CNE000000DD4
+,2012-07-02,New China Life,CNE1000019Y0
+,2012-07-02,Oceanwide Hldg,CNE000000123
+,2012-07-02,Phoenix Media,CNE1000019Q6
+,2012-07-02,POWERCHINA Ltd,CNE1000017G1
+,2012-07-02,SCS,CNE1000019P8
+,2012-07-02,Shandong Steel,CNE000001JV1
+,2012-07-02,Shanghai Bailian,CNE000000CB0
+,2012-07-02,Shanghai Jahwa,CNE0000017K5
-,2012-07-02,ShanghaiElectric,CNE100000D55
-,2012-07-02,Shuangliang Eco,CNE000001DW2
-,2012-07-02,Sz Energy,CNE000000933
-,2012-07-02,TDTEC,CNE000001B90
-,2012-07-02,Tiantan Bio,CNE000000WF9
+,2012-01-04,AVIC AVIONICS,CNE0000018C0
-,2012-01-04,Baolihua,CNE000000P12
+,2012-01-04,BBMG Corp,CNE1000010M4
-,2012-01-04,BOE,CNE0000016L5
+,2012-01-04,BYD,CNE100001526
-,2012-01-04,CECL,CNE000000B42
-,2012-01-04,China Rlwy Mtrls,CNE000000ZV9
-,2012-01-04,CPT Tech Group,CNE0000002D2
+,2012-01-04,Datang Power,CNE000001Q02
+,2012-01-04,FiberHome,CNE0000018P2
-,2012-01-04,GanyueExpressway,CNE0000012D1
-,2012-01-04,GBIAC,CNE000001DX0
+,2012-01-04,GDG,CNE000000SB6
-,2012-01-04,GRANDJOY,CNE000000BJ5
+,2012-01-04,HN China Leather,CNE100000KP2
-,2012-01-04,HPEC,CNE000001774
-,2012-01-04,Jointown,CNE100000W45
-,2012-01-04,JSSS,CNE0000010V7
+,2012-01-04,JSZY,CNE000000N97
+,2012-01-04,Junzheng,CNE1000010F8
+,2012-01-04,Luxin Venture,CNE000000NW3
+,2012-01-04,MeiHua Group,CNE000000HP9
+,2012-01-04,PacificSecs,CNE1000008V9
+,2012-01-04,Palm Eco Town,CNE100000Q76
+,2012-01-04,PD Group,CNE1000012K4
+,2012-01-04,PGVT,CNE0000007H2
+,2012-01-04,RisingNonferrous,CNE0000012R1
-,2012-01-04,Salubris,CNE100000FW8
-,2012-01-04,Shanghai Bailian,CNE000000CB0
-,2012-01-04,Shanghai Shimao,CNE000000CH7
-,2012-01-04,Sichuan Express,CNE100000F38
-,2012-01-04,Sieyuan,CNE000001KM8
-,2012-01-04,Sinotruk Jinan,CNE0000010Y1
-,2012-01-04,SIPG,CNE0000013N8
+,2012-01-04,SL Pharm,CNE000001L31
+,2012-01-04,Sunner,CNE100000G78
-,2012-01-04,Tianjin Port,CNE000000L16
+,2012-01-04,TKGF,CNE1000012X7
-,2012-01-04,VVFB,CNE000001378
-,2012-01-04,Wanfang Alum,CNE000000826
+,2012-01-04,WFHT,CNE0000002G5
+,2012-01-04,YILING PHARMA,CNE1000015S0
-,2012-01-04,Yingda,CNE000001G20
-,2012-01-04,YMRD,CNE0000010X3
+,2012-01-04,Zhongheng Group,CNE0000015F9
+,2012-01-04,ZJJH,CNE000000WQ6
-,2012-01-04,ZPUG,CNE0000006B7
+,2012-01-04,ZY Tungsten,CNE100000MX2
+,2011-08-24,Shanghai Bailian,CNE000000CB0
-,2011-08-23,SH Bailian Grp,CNE0000007B5
-,2011-07-01,BRIGHT DAIRY,CNE000001C99
+,2011-07-01,Changyu,CNE000001568
-,2011-07-01,Chint Electrics,CNE100000KD8
-,2011-07-01,Cinda RE,CNE000000966
+,2011-07-01,CNS,CNE100000W03
-,2011-07-01,DFAC,CNE000000ZT3
+,2011-07-01,DZH,CNE100000ZL9
-,2011-07-01,DZT,CNE000000511
-,2011-07-01,FOUNDERTECH,CNE0000001S2
-,2011-07-01,FujianExpressway,CNE000001717
+,2011-07-01,Hainan Rubber,CNE100000YM0
+,2011-07-01,Hisun,CNE0000013Z2
+,2011-07-01,hlgf,CNE100000WG6
-,2011-07-01,Huafa Properties,CNE000001GR5
+,2011-07-01,HYMD,CNE000001KT3
+,2011-07-01,Industrial Sec,CNE100000V95
+,2011-07-01,Jointown,CNE100000W45
-,2011-07-01,Joyoung,CNE100000BQ9
-,2011-07-01,LJZ,CNE0000009S5
+,2011-07-01,MESNAC,CNE000001NX9
-,2011-07-01,Myhome,CNE0000001B8
-,2011-07-01,NJ Tanker,CNE000000QC8
+,2011-07-01,NZP,CNE100000V12
-,2011-07-01,Oceanwide Hldg,CNE000000123
+,2011-07-01,Orient Landscape,CNE100000HN3
-,2011-07-01,PacificSecs,CNE1000008V9
-,2011-07-01,Rizhao Port,CNE000001P03
-,2011-07-01,SDHS,CNE0000019Y2
-,2011-07-01,SH Indl Dev,CNE000000MF0
+,2011-07-01,Shanxi Securitie,CNE100000WJ0
-,2011-07-01,Shenzhen Gas,CNE100000JM1
-,2011-07-01,Shougang,CNE000001196
+,2011-07-01,Sinovel Wind Gro,CNE100000YW9
+,2011-07-01,SLC,CNE000001Q85
-,2011-07-01,TEDA,CNE0000005D5
+,2011-07-01,Wangfujing,CNE000000GQ9
+,2011-07-01,WXQC,CNE000000FB3
-,2011-07-01,XACIG,CNE000001907
-,2011-07-01,Xiandai Invt,CNE000000925
+,2011-07-01,YH Superstores,CNE100000XX9
-,2011-07-01,ZJQY,CNE000001055
+,2011-07-01,ZMJ,CNE100000S58
+,2011-07-01,Zoneco,CNE000001NR1
+,2011-01-04,AECC AviationPwr,CNE000000JW1
-,2011-01-04,AJ GROUP,CNE0000008S7
-,2011-01-04,AYIS,CNE0000018Y4
-,2011-01-04,BJ North Star,CNE000001NZ4
+,2011-01-04,CEB BANK,CNE100000SL4
+,2011-01-04,CFHI,CNE100000L48
+,2011-01-04,China Estrn Arln,CNE000000TR0
+,2011-01-04,Chongqing Water,CNE100000MT0
-,2011-01-04,CMES,CNE000001PQ8
-,2011-01-04,Datang Power,CNE000001Q02
+,2011-01-04,DBN Group,CNE100000N61
-,2011-01-04,GD ZN Iron,CNE000000PW8
+,2011-01-04,GF SEC,CNE0000008L2
-,2011-01-04,GGEP,CNE0000011Y9
+,2011-01-04,Haohua Energy,CNE100000N12
-,2011-01-04,HDPI,CNE000001LJ2
+,2011-01-04,Hepalink,CNE100000P02
+,2011-01-04,HIKVISION,CNE100000PM8
-,2011-01-04,HNPI,CNE000001998
-,2011-01-04,HUALU-HENGSHENG,CNE000001BM7
+,2011-01-04,Jiangsu Hengrui,CNE0000014W7
-,2011-01-04,Jinbin,CNE000000Y60
+,2011-01-04,Kelun Pharm,CNE100000PW7
-,2011-01-04,Laiwu Steel,CNE000000SX0
-,2011-01-04,Liusteel,CNE000001R68
-,2011-01-04,NanJing Steel,CNE0000014Q9
+,2011-01-04,NARI-TECH,CNE000001G38
+,2011-01-04,NavInfo,CNE100000P69
+,2011-01-04,NM Yili,CNE000000JP5
+,2011-01-04,RiseSun,CNE1000005Y9
+,2011-01-04,Sanan Optoelec,CNE000000KB3
+,2011-01-04,SCIE,CNE000001FH8
-,2011-01-04,SCPH,CNE0000015H5
-,2011-01-04,SDIC Power,CNE000000JM2
-,2011-01-04,SH MEI,CNE000000B91
+,2011-01-04,ShaanGu,CNE100000QS3
-,2011-01-04,Shandong Steel,CNE000001JV1
-,2011-01-04,Shunfa Hengneng,CNE000000990
-,2011-01-04,SPC,CNE000000BB2
-,2011-01-04,STEC,CNE000000B83
-,2011-01-04,SZ Airport,CNE000000VK1
+,2011-01-04,Tasly,CNE000001C81
-,2011-01-04,Valin Steel,CNE000001006
-,2011-01-04,VantoneNeoDevGrp,CNE0000014S5
-,2011-01-04,Xinhua Media,CNE100000KB2
-,2011-01-04,XINJIANG GUANNON,CNE000001F13
+,2011-01-04,ZTHX,CNE000001PP0
+,2010-12-22,BOE,CNE0000016L5
+,2010-12-22,China CNR,CNE100000JN9
-,2010-12-22,China Jushi,CNE000000YM1
+,2010-12-22,China XD,CNE100000KW8
+,2010-12-22,Chint Electrics,CNE100000KD8
+,2010-12-22,CN MERCHANT,CNE100000HK9
+,2010-12-22,CNCEC,CNE100000KC0
-,2010-12-22,CSI,CNE000000VF1
+,2010-12-22,CSICL,CNE100000J75
+,2010-12-22,CTG DUTY-FREE,CNE100000G29
-,2010-12-22,EasternShenghong,CNE0000012K6
+,2010-12-22,EBSCN,CNE100000FD8
-,2010-12-22,Guilin Sanjin,CNE100000DY9
+,2010-12-22,HTSC,CNE100000LQ8
-,2010-12-22,Huawen,CNE0000002L5
-,2010-12-22,J-Yuan Trust,CNE0000003P4
-,2010-12-22,Jiangsu Hengrui,CNE0000014W7
-,2010-12-22,NHPRECL,CNE0000005M6
+,2010-12-22,NMHD,CNE000000GN6
-,2010-12-22,SDHH,CNE000000WH5
-,2010-12-22,SH Golden Bridge,CNE000000404
+,2010-12-22,Shanghai Pharma,CNE000000C82
-,2010-12-22,Sinoair,CNE0000015Z7
-,2010-12-22,TCEPC,CNE000000HX3
-,2010-12-22,TDTEC,CNE000001B90
-,2010-12-22,TIK,CNE000000YB4
-,2010-12-22,Wangfujing,CNE000000GQ9
-,2010-12-22,WGQ,CNE000000438
-,2010-12-22,WXQC,CNE000000FB3
-,2010-12-22,Xinsteel,CNE000000NP7
+,2010-12-22,YHGF,CNE100000HB8
+,2010-12-22,Zhongnan Cons,CNE0000011P7
+,2010-07-29,Agbank China,CNE100000RJ0
-,2010-07-29,COMEC,CNE000000BP2
-,2010-01-04,Bluestar Adisseo,CNE000001253
-,2010-01-04,BOE,CNE0000016L5
+,2010-01-04,Cinda RE,CNE000000966
-,2010-01-04,CISC,CNE000001R76
+,2010-01-04,CR Double-Cran,CNE000000Q94
+,2010-01-04,CSCEC,CNE100000F46
-,2010-01-04,Fingu,CNE1000008H8
+,2010-01-04,Foton,CNE000000WC6
+,2010-01-04,HPEC,CNE000001774
+,2010-01-04,Hualan Bio,CNE000001JN8
-,2010-01-04,Jinfeng Wine,CNE0000005G8
-,2010-01-04,JSZY,CNE000000N97
-,2010-01-04,Liaoning Shenhua,CNE0000001X2
-,2010-01-04,LTH,CNE000000Z02
+,2010-01-04,Metallurgical CN,CNE100000FX6
-,2010-01-04,Metersbonwe,CNE100000CQ7
-,2010-01-04,Nuode,CNE000000TB4
+,2010-01-04,PacificSecs,CNE1000008V9
-,2010-01-04,PGVT,CNE0000007H2
+,2010-01-04,PZER,CNE000000859
-,2010-01-04,SDHT,CNE0000014Y3
+,2010-01-04,Shunfa Hengneng,CNE000000990
+,2010-01-04,Sichuan Express,CNE100000F38
-,2010-01-04,SL Pharm,CNE000001L31
+,2010-01-04,SWSC,CNE0000016P6
-,2010-01-04,SZEW,CNE0000019G9
+,2010-01-04,Tiantan Bio,CNE000000WF9
+,2010-01-04,VantoneNeoDevGrp,CNE0000014S5
-,2010-01-04,Wenergy,CNE000000DF9
-,2010-01-04,XSS,CNE000000TF5
+,2010-01-04,YMRD,CNE0000010X3
-,2009-12-29,Chengde Xinxin,CNE000001CF9
-,2009-12-29,Handan Steel,CNE000000V55
-,2009-07-01,AHHL,CNE000000MM6
+,2009-07-01,Binjiang Group,CNE100000BS5
-,2009-07-01,China Estrn Arln,CNE000000TR0
+,2009-07-01,China Jushi,CNE000000YM1
-,2009-07-01,CN Rfrm Hlth,CNE000000255
+,2009-07-01,CNResourceSanjiu,CNE0000011K8
-,2009-07-01,CR Double-Cran,CNE000000Q94
+,2009-07-01,CRRC,CNE100000CP9
-,2009-07-01,CWTC,CNE000000YH1
+,2009-07-01,FangDa Carbon,CNE000001CC6
-,2009-07-01,GDG,CNE000000SB6
-,2009-07-01,GED,CNE0000006J0
-,2009-07-01,GRG Banking,CNE100000650
+,2009-07-01,HuiZhou ITG,CNE100000031
-,2009-07-01,Hunan Pros Harmo,CNE000000MC7
-,2009-07-01,Jinkong Power,CNE000000776
+,2009-07-01,Joyoung,CNE100000BQ9
+,2009-07-01,KMYY,CNE0000017M1
-,2009-07-01,Liusteel,CNE000001R68
+,2009-07-01,Neusoft,CNE000000KJ6
-,2009-07-01,NM Yili,CNE000000JP5
-,2009-07-01,NMHD,CNE000000GN6
+,2009-07-01,PJRC,CNE0000017V2
-,2009-07-01,RiseSun,CNE1000005Y9
-,2009-07-01,SH Airlines,CNE000001CQ6
-,2009-07-01,SH Elec Power,CNE000001G53
+,2009-07-01,ShanghaiElectric,CNE100000D55
-,2009-07-01,Shanxi Hi speed,CNE000000S43
+,2009-07-01,Sieyuan,CNE000001KM8
+,2009-07-01,Sinoma-int,CNE000001LS3
+,2009-07-01,SL Pharm,CNE000001L31
-,2009-07-01,Sunward,CNE000001PW6
+,2009-07-01,Taiyuan Heavy,CNE000000X12
+,2009-07-01,TDTEC,CNE000001B90
-,2009-07-01,Telling Holding,CNE000000TM1
-,2009-07-01,Top Energy,CNE000000NK8
+,2009-07-01,Xinsteel,CNE000000NP7
-,2009-07-01,Yihua Life,CNE000001KX5
-,2009-07-01,YPH,CNE000000SF7
-,2009-07-01,Zhongyuan Exp,CNE000001FL0
-,2009-07-01,Zhuzhou Smelter,CNE000001KZ0
+,2009-07-01,ZJ Longsheng,CNE000001FJ4
+,2009-07-01,ZMC,CNE0000010J2
+,2009-07-01,ZPUG,CNE0000006B7
-,2009-01-05,Anhui Expwy,CNE000001DC4
+,2009-01-05,Baolihua,CNE000000P12
+,2009-01-05,Blue Flame Hldg,CNE0000012V3
+,2009-01-05,BOE,CNE0000016L5
-,2009-01-05,BSP,CNE000000TX8
-,2009-01-05,CMST,CNE000000NS1
+,2009-01-05,CN Railway Const,CNE1000009T1
+,2009-01-05,COFCO Sugar Hldg,CNE000000LH8
-,2009-01-05,DGKG,CNE000000R02
-,2009-01-05,Fenghua,CNE000000GH8
-,2009-01-05,FS Elcl & Ltg,CNE000000DN3
+,2009-01-05,GRG Banking,CNE100000650
-,2009-01-05,HAIMA AUTO,CNE0000006L6
+,2009-01-05,HPGC,CNE0000009T3
+,2009-01-05,HUALU-HENGSHENG,CNE000001BM7
-,2009-01-05,Huludao Zinc,CNE0000004X6
-,2009-01-05,HX Group,CNE000000CF1
-,2009-01-05,Insigma,CNE000000PH9
+,2009-01-05,JDC,CNE1000009Y1
-,2009-01-05,Jiangsu Exwy,CNE0000016S0
+,2009-01-05,Jilin Aodong,CNE000000719
-,2009-01-05,Neusoft,CNE000000KJ6
+,2009-01-05,NHU,CNE000001J84
+,2009-01-05,SCTE,CNE000000BQ0
-,2009-01-05,Shenyang Mach,CNE0000008W9
-,2009-01-05,SNW,CNE0000006X1
-,2009-01-05,Taiyuan Heavy,CNE000000X12
-,2009-01-05,Tasly,CNE000001C81
+,2009-01-05,TCL TECH,CNE000001GL8
-,2009-01-05,UDC,CNE000000G13
-,2009-01-05,WFHT,CNE0000002G5
+,2009-01-05,XINJIANG GUANNON,CNE000001F13
+,2009-01-05,yonyou,CNE0000017Y6
+,2009-01-05,Zijin Mining,CNE100000B24
-,2008-07-01,Aerosun,CNE000001857
+,2008-07-01,BJ Cap Deve,CNE000001782
-,2008-07-01,BNBMPLC,CNE000000QS4
+,2008-07-01,CCB,CNE100000742
+,2008-07-01,Changjiang Secs,CNE000000SH3
+,2008-07-01,China Railway,CNE100000866
-,2008-07-01,Chutian Smart,CNE000001GW5
-,2008-07-01,CITIC Steel,CNE0000008J6
+,2008-07-01,CN Coal Energy,CNE100000957
+,2008-07-01,COSCO Dev,CNE1000008F2
+,2008-07-01,CPIC,CNE1000008M8
-,2008-07-01,CTV Media,CNE000000QY2
-,2008-07-01,Dongfang Elect,CNE0000006P7
+,2008-07-01,DR.PENG,CNE000000FW9
-,2008-07-01,GD Meiyan Hydro,CNE000000HB9
+,2008-07-01,Goldwind Science,CNE1000008S5
+,2008-07-01,Guoyuan Secs,CNE000000QZ9
-,2008-07-01,HuiZhou ITG,CNE100000031
+,2008-07-01,HunanGold,CNE1000006B5
-,2008-07-01,Jiangling Motors,CNE000000CV8
-,2008-07-01,Jin Jiang Hotels,CNE000000MK0
-,2008-07-01,JZP,CNE000000Z85
+,2008-07-01,Myhome,CNE0000001B8
+,2008-07-01,Northeast Secs,CNE0000004H9
-,2008-07-01,Sangang Mingung,CNE000001QF9
-,2008-07-01,Shanghai Pharma,CNE000000C82
+,2008-07-01,Shanxi Hi speed,CNE000000S43
-,2008-07-01,SHForeignService,CNE0000002W2
+,2008-07-01,Sunward,CNE000001PW6
-,2008-07-01,SZ SPG,CNE0000009X5
-,2008-07-01,Tiantan Bio,CNE000000WF9
+,2008-07-01,Wangfujing,CNE000000GQ9
+,2008-07-01,XINJI ENERGY,CNE1000008D7
-,2008-07-01,XJ Electric,CNE0000007F6
-,2008-07-01,Zhongk Sanhuan,CNE000001261
-,2008-03-18,Dongfang Boil,CNE000000NX1
+,2008-03-18,EasternShenghong,CNE0000012K6
+,2008-01-02,Bank of Ningbo,CNE1000005P7
-,2008-01-02,Baolihua,CNE000000P12
-,2008-01-02,Bluestar Adisseo,CNE000001253
+,2008-01-02,BOB,CNE100000734
+,2008-01-02,BSP,CNE000000TX8
-,2008-01-02,CAMCE,CNE000001N13
-,2008-01-02,CGT Group,CNE000000RL7
+,2008-01-02,China Estrn Arln,CNE000000TR0
+,2008-01-02,CISC,CNE000001R76
-,2008-01-02,CNPCCCL,CNE000000MS3
+,2008-01-02,CNRE,CNE000000T18
-,2008-01-02,COFCO Biotech,CNE000000ZR7
+,2008-01-02,COSCO SHIP HOLD,CNE100000601
+,2008-01-02,COSL,CNE100000759
-,2008-01-02,CR Double-Cran,CNE000000Q94
+,2008-01-02,CSI,CNE000000VF1
-,2008-01-02,CXPC,CNE000000R51
+,2008-01-02,DEEJ,CNE0000006Y9
+,2008-01-02,DZT,CNE000000511
-,2008-01-02,FiberHome,CNE0000018P2
+,2008-01-02,HAIMA AUTO,CNE0000006L6
-,2008-01-02,Han's Laser Tech,CNE000001JQ1
-,2008-01-02,Hisense Visual,CNE000000PF3
-,2008-01-02,HPEC,CNE000001774
+,2008-01-02,Huafa Properties,CNE000001GR5
-,2008-01-02,Huahai Pharm,CNE000001DL5
-,2008-01-02,Huakong Seg,CNE000000QV8
+,2008-01-02,HuiZhou ITG,CNE100000031
+,2008-01-02,IMDTECL,CNE100000098
-,2008-01-02,Innovation Mater,CNE000001980
+,2008-01-02,Jiangsu Exwy,CNE0000016S0
-,2008-01-02,Jilin Aodong,CNE000000719
+,2008-01-02,Liusteel,CNE000001R68
-,2008-01-02,NE Expressway,CNE000000ZY3
-,2008-01-02,Newland DT,CNE0000014B1
+,2008-01-02,NHPRECL,CNE0000005M6
+,2008-01-02,NJBK,CNE100000627
-,2008-01-02,OTIC,CNE0000011N2
-,2008-01-02,Shanghai Belling,CNE000000XB6
+,2008-01-02,Shuanghui,CNE000000XM3
-,2008-01-02,Silan,CNE000001DN1
+,2008-01-02,Sinolink Secs,CNE000000SV4
+,2008-01-02,Sinotruk Jinan,CNE0000010Y1
-,2008-01-02,SLC,CNE000001Q85
-,2008-01-02,Sun Paper,CNE000001P52
+,2008-01-02,Suning Universal,CNE0000007N0
-,2008-01-02,Sunvim,CNE000001PC8
-,2008-01-02,Sunward,CNE000001PW6
+,2008-01-02,SZEW,CNE0000019G9
+,2008-01-02,TBEA,CNE000000RB8
-,2008-01-02,Teamsun,CNE000001HG6
-,2008-01-02,Wangfujing,CNE000000GQ9
+,2008-01-02,Weichai Power,CNE1000000D4
+,2008-01-02,Wenergy,CNE000000DF9
+,2008-01-02,Western Mining,CNE100000619
+,2008-01-02,Yihua Life,CNE000001KX5
-,2008-01-02,yonyou,CNE0000017Y6
+,2008-01-02,Zhongfu Indl,CNE000001BQ8
-,2008-01-02,ZJJH,CNE000000WQ6
-,2008-01-02,Zoneco,CNE000001NR1
-,2007-12-26,Baotou Aluminium,CNE000001LX3
+,2007-12-26,Joincare,CNE000001816
-,2007-11-19,GZ Space Applian,CNE000001KG0
+,2007-11-19,PetroChina,CNE1000007Q1
+,2007-10-23,China Shenhua,CNE100000767
-,2007-10-23,JiangSu WuZhong,CNE000000YP4
+,2007-07-02,Baolihua,CNE000000P12
+,2007-07-02,BJ North Star,CNE000001NZ4
-,2007-07-02,BOE,CNE0000016L5
-,2007-07-02,BSP,CNE000000TX8
-,2007-07-02,Changyu,CNE000001568
-,2007-07-02,CM PORT GROUP,CNE000000818
+,2007-07-02,CMES,CNE000001PQ8
-,2007-07-02,COHC,CNE0000013Q1
+,2007-07-02,COMEC,CNE000000BP2
-,2007-07-02,Coship,CNE000001N21
+,2007-07-02,CRHIC,CNE0000017Z3
+,2007-07-02,Datang Power,CNE000001Q02
-,2007-07-02,Datang Telecom,CNE000000X87
-,2007-07-02,DEEJ,CNE0000006Y9
+,2007-07-02,GSRC,CNE000001Q44
-,2007-07-02,GYBYS,CNE000001733
-,2007-07-02,Hisun,CNE0000013Z2
+,2007-07-02,HT Securities,CNE000000CK1
-,2007-07-02,INESA-it,CNE0000001T0
-,2007-07-02,Jiangsu Exwy,CNE0000016S0
-,2007-07-02,JL ElecPo,CNE000001CR4
+,2007-07-02,Lu an EED,CNE000001NT7
-,2007-07-02,NBSS,CNE000000JJ8
+,2007-07-02,New Hope Liuhe,CNE000000VB0
+,2007-07-02,NS Aluminium,CNE000001139
+,2007-07-02,Oceanwide Hldg,CNE000000123
-,2007-07-02,OPG,CNE0000004Z1
-,2007-07-02,Phoenix Shipping,CNE0000003M1
