Adjustment,Date,Company,ISIN
+,2007-07-02,PingdingshanCoal,CNE000001PH7
+,2007-07-02,QZXA Develop,CNE000000ZH8
+,2007-07-02,Rizhao Port,CNE000001P03
+,2007-07-02,Sangang Mingung,CNE000001QF9
-,2007-07-02,SBMG,CNE000000RS2
-,2007-07-02,Shanghai Power,CNE0000006V5
-,2007-07-02,Shaoneng Group,CNE0000009H8
-,2007-07-02,SHENTONG METRO,CNE000000446
-,2007-07-02,Shenyang Chem,CNE0000002H3
+,2007-07-02,Shougang,CNE000001196
-,2007-07-02,Shuanghui,CNE000000XM3
-,2007-07-02,Sinoma-int,CNE000001LS3
-,2007-07-02,Sinopec SSC,CNE000000HS3
+,2007-07-02,Sun Paper,CNE000001P52
+,2007-07-02,Sunward,CNE000001PW6
-,2007-07-02,SZEW,CNE0000019G9
-,2007-07-02,TBEA,CNE000000RB8
-,2007-07-02,TCL TECH,CNE000001GL8
+,2007-07-02,Telling Holding,CNE000000TM1
+,2007-07-02,Wanfang Alum,CNE000000826
-,2007-07-02,ZCE,CNE000000TS8
+,2007-07-02,Zhuzhou Smelter,CNE000001KZ0
+,2007-07-02,Zoneco,CNE000001NR1
+,2007-05-29,BOCOM,CNE1000000S2
-,2007-05-29,CC Gas,CNE0000015W4
-,2007-05-28,Ningbo Fuda,CNE000000L81
+,2007-04-30,Aerosun,CNE000001857
+,2007-04-30,Chalco China,CNE1000000T0
-,2007-04-30,LZ Aluminium,CN0005026181
-,2007-04-30,S Sd Alumini,CN0009230755
+,2007-03-29,SIPG,CNE0000013N8
-,2007-03-15,Ling Steel,CNE000001279
+,2007-03-15,Ping An of China,CNE000001R84
+,2007-02-26,Ind Bank,CNE000001QZ7
-,2007-02-26,Kaidi Eco,CNE000001089
+,2007-01-23,China Life Ins,CNE000001Q93
-,2007-01-23,GRI,CNE000000JS9
-,2007-01-04,ACHT,CNE000000ZQ9
+,2007-01-04,AHHL,CNE000000MM6
+,2007-01-04,Air China,CNE000001NN0
-,2007-01-04,Antai Group,CNE000001DH3
+,2007-01-04,Baotou Aluminium,CNE000001LX3
-,2007-01-04,Blue Flame Hldg,CNE0000012V3
-,2007-01-04,BTTT,CNE000000RQ6
-,2007-01-04,BYIS,CNE000001C65
+,2007-01-04,C.G.G.C,CNE000000QF1
+,2007-01-04,Chihong Zinc,CNE000001HC5
-,2007-01-04,China Estrn Arln,CNE000000TR0
+,2007-01-04,China Spacesat,CNE000000SM3
-,2007-01-04,Chunlan,CNE000000GC9
+,2007-01-04,CMST,CNE000000NS1
+,2007-01-04,Coship,CNE000001N21
-,2007-01-04,CS,CNE0000001Y0
+,2007-01-04,CSSC Holdings,CNE000000W05
+,2007-01-04,CWTC,CNE000000YH1
-,2007-01-04,CYTS,CNE000000V14
-,2007-01-04,Foton,CNE000000WC6
-,2007-01-04,Fushun Steel,CNE0000016F7
-,2007-01-04,Galaxy Biomed,CNE0000009R7
+,2007-01-04,GYBYS,CNE000001733
+,2007-01-04,Han's Laser Tech,CNE000001JQ1
+,2007-01-04,HDAA,CNE0000015N3
+,2007-01-04,HPEC,CNE000001774
-,2007-01-04,HSST,CNE0000007M2
-,2007-01-04,Huamei Holding,CNE000000D65
+,2007-01-04,Huludao Zinc,CNE0000004X6
-,2007-01-04,HZIS,CNE000000V97
-,2007-01-04,Jiangsu Hengrui,CNE0000014W7
+,2007-01-04,Jien Nickel,CNE000001FV9
+,2007-01-04,Jinbin,CNE000000Y60
-,2007-01-04,Jingneng Power,CNE000001B82
+,2007-01-04,JN Shanxi Coal,CNE000001MZ6
+,2007-01-04,JZP,CNE000000Z85
-,2007-01-04,LTTC,CNE000001667
-,2007-01-04,NARI-TECH,CNE000001G38
-,2007-01-04,Paslin Digital,CNE0000010B9
+,2007-01-04,Poly,CNE000001ND1
-,2007-01-04,SCC,CNE000000LD7
-,2007-01-04,SCTE,CNE000000BQ0
+,2007-01-04,SD-GOLD,CNE000001FR7
+,2007-01-04,SH Indl Dev,CNE000000MF0
-,2007-01-04,SHCF,CNE0000006D3
-,2007-01-04,Shougang,CNE000001196
-,2007-01-04,Sihuan Bioeng,CNE0000001P8
+,2007-01-04,Tiantan Bio,CNE000000WF9
-,2007-01-04,Vontron Tech,CNE000000Z51
+,2007-01-04,XACIG,CNE000001907
-,2007-01-04,Xiangyu,CNE000000QN5
+,2007-01-04,YTCO,CNE000000PY4
-,2007-01-04,Yuxiao RareEarth,CNE0000001W4
-,2007-01-04,Zhenhua Tech,CNE000000RY0
+,2007-01-04,ZHONGJIN GOLD,CNE000001FM8
-,2007-01-04,Zhuhai Zhongfu,CNE0000000C8
+,2007-01-04,ZJJH,CNE000000WQ6
-,2006-11-10,CN Ptrlum Eng,CNE000001642
+,2006-11-10,ICBC,CNE000001P37
-,2006-10-20,G SH Container,CN0005022685
+,2006-08-15,Daqin Railway,CNE000001NG4
-,2006-08-15,PZER,CNE000000859
+,2006-07-19,Bank of China,CNE000001N05
-,2006-07-19,Doublestar,CNE000000K17
-,2006-07-03,AVIC IF,CNE000000KC1
+,2006-07-03,Baoji Titanium,CNE000001B41
+,2006-07-03,Bluestar Adisseo,CNE000001253
+,2006-07-03,BSP,CNE000000TX8
-,2006-07-03,C.G.G.C,CNE000000QF1
-,2006-07-03,Caihong Display,CNE000000KG2
+,2006-07-03,ChongqingBrewery,CNE000000TL3
+,2006-07-03,CNPCCCL,CNE000000MS3
+,2006-07-03,Commodities City,CNE000001BC8
-,2006-07-03,CWTC,CNE000000YH1
-,2006-07-03,DHEP,CNE000000M56
+,2006-07-03,Dongfang Elec,CNE000000J28
-,2006-07-03,EneCarbonNewMatl,CNE000000115
+,2006-07-03,FiberHome,CNE0000018P2
-,2006-07-03,GPED,CNE0000006Z6
-,2006-07-03,Hainan Express,CNE000000V48
-,2006-07-03,HDECL,CNE000000KX7
+,2006-07-03,Hongyuan Secs,CNE0000006K8
+,2006-07-03,HT-SAAE,CNE000000W96
-,2006-07-03,Huabei Exwy,CNE000000ZX5
+,2006-07-03,Huahai Pharm,CNE000001DL5
+,2006-07-03,Innovation Mater,CNE000001980
+,2006-07-03,Jiangsu Hengrui,CNE0000014W7
-,2006-07-03,JiangSu WuZhong,CNE000000YP4
+,2006-07-03,Jin Jiang Hotels,CNE000000MK0
+,2006-07-03,Jinfeng Wine,CNE0000005G8
-,2006-07-03,Joincare,CNE000001816
-,2006-07-03,JWTM,CNE000000JN0
-,2006-07-03,JZP,CNE000000Z85
+,2006-07-03,Kingfa,CNE000001JP3
-,2006-07-03,KONKA GROUP,CNE0000002T8
-,2006-07-03,L&T City,CNE000000P46
-,2006-07-03,Luoniushan,CNE000000CR6
+,2006-07-03,NARI-TECH,CNE000001G38
+,2006-07-03,Newland DT,CNE0000014B1
-,2006-07-03,NORTH COPPER,CNE000000PR8
-,2006-07-03,QSZY,CNE000000S19
-,2006-07-03,SH Broadband,CNE0000003B4
+,2006-07-03,Shanxi Fen Wine,CNE000000DH5
+,2006-07-03,SHENTONG METRO,CNE000000446
-,2006-07-03,SHUNNA,CNE0000003T6
+,2006-07-03,Silan,CNE000001DN1
-,2006-07-03,SJI,CNE0000012L4
+,2006-07-03,SNW,CNE0000006X1
-,2006-07-03,StarLake Science,CNE000000H46
-,2006-07-03,Sundiro Holding,CNE000000586
+,2006-07-03,SZ SPG,CNE0000009X5
+,2006-07-03,Tasly,CNE000001C81
+,2006-07-03,Teamsun,CNE000001HG6
-,2006-07-03,TPV Tech,CNE0000002J9
-,2006-07-03,Wenergy,CNE000000DF9
-,2006-07-03,Winnerway,CNE0000003D0
-,2006-07-03,Xinxiang Chem,CNE0000010N4
+,2006-07-03,XTC,CNE000001D15
-,2006-07-03,Yueda Inv.,CNE000000DY0
+,2006-07-03,YYTM,CNE000000594
-,2006-07-03,Zhuhai Port,CNE000000149
+,2006-04-24,Shanghai Power,CNE0000006V5
-,2006-04-24,Sinopec Qilu,CN0009128157
+,2006-04-21,Aisino,CNE000001FB1
+,2006-04-21,Changyu,CNE000001568
-,2006-04-21,DYNAMIC,CNE100003209
+,2006-04-21,Huawen,CNE0000002L5
-,2006-04-21,Sinopec Yangzi,CNE100003282
-,2006-04-21,Sinopec ZY Petro,CNE100003290
+,2006-01-02,AT&M,CNE0000012X9
+,2006-01-02,AVIC XAC,CNE000000RF9
-,2006-01-02,CN RARE EARTH,CNE000000WS2
+,2006-01-02,CR Double-Cran,CNE000000Q94
+,2006-01-02,Doublestar,CNE000000K17
+,2006-01-02,Fushun Steel,CNE0000016F7
+,2006-01-02,Gemdale,CNE000001790
-,2006-01-02,Goworld,CNE000000T26
-,2006-01-02,Guangju Energy,CNE000001410
+,2006-01-02,HBYH,CNE0000009C9
+,2006-01-02,HDPI,CNE000001LJ2
-,2006-01-02,Hi-Speed RB,CNE0000009D7
+,2006-01-02,Hongda,CNE0000019F1
+,2006-01-02,HSST,CNE0000007M2
+,2006-01-02,JAC,CNE0000018M9
-,2006-01-02,Jilin Chem Ind,CNE100003233
-,2006-01-02,Jinzhou Petroche,CNE100003266
-,2006-01-02,JL Chem Fibre,CNE0000008F4
-,2006-01-02,LIAOHE JINMA,CNE100003274
-,2006-01-02,NHPRECL,CNE0000005M6
-,2006-01-02,Protrully,CNE000000RC6
-,2006-01-02,S Lucky Film,CNE000000V63
-,2006-01-02,SHD,CNE000000792
+,2006-01-02,TEDA,CNE0000005D5
+,2006-01-02,Tianwei,CNE000001758
-,2006-01-02,Wanfang Alum,CNE000000826
-,2006-01-02,Zhuzhou Smelter,CNE000001KZ0
-,2005-07-01,AHHL,CNE000000MM6
-,2005-07-01,Aisino,CNE000001FB1
-,2005-07-01,Changjiang Media,CNE000000MQ7
+,2005-07-01,COHC,CNE0000013Q1
+,2005-07-01,CRT,CNE000000VW6
-,2005-07-01,CSSC-STC,CNE000000QR6
+,2005-07-01,Dongfang Boil,CNE000000NX1
-,2005-07-01,Fanli Technology,CNE000000Y78
-,2005-07-01,HISENSE HOME,CNE000000LC9
+,2005-07-01,Hisun,CNE0000013Z2
-,2005-07-01,Hongyuan Secs,CNE0000006K8
-,2005-07-01,Huajin Capital,CNE0000002C4
+,2005-07-01,Huajin Chmcl Ind,CNE000000NY9
+,2005-07-01,Huamei Holding,CNE000000D65
+,2005-07-01,JiangSu WuZhong,CNE000000YP4
+,2005-07-01,Jilin Chem Ind,CNE100003233
-,2005-07-01,Join Buy,CNE000000CC8
+,2005-07-01,Joincare,CNE000001816
+,2005-07-01,SCC,CNE000000LD7
-,2005-07-01,SH Indl Dev,CNE000000MF0
-,2005-07-01,Sh Wanye,CNE0000008P3
+,2005-07-01,SJI,CNE0000012L4
-,2005-07-01,Sumec,CNE000000KL2
+,2005-07-01,Suning.Com,CNE000001KF2
-,2005-07-01,SZ SPG,CNE0000009X5
+,2005-07-01,Yunnan Baiyao,CNE0000008X7
-,2005-07-01,ZHONGJIN GOLD,CNE000001FM8
+,2005-07-01,Zhuzhou Smelter,CNE000001KZ0
+,2005-04-08,ACHT,CNE000000ZQ9
+,2005-04-08,Aerospace Elec,CNE000000J93
+,2005-04-08,AJ GROUP,CNE0000008S7
+,2005-04-08,Anhui Expwy,CNE000001DC4
+,2005-04-08,ANSTEEL,CNE000000SQ4
+,2005-04-08,Antai Group,CNE000001DH3
+,2005-04-08,AVIC IF,CNE000000KC1
+,2005-04-08,AYIS,CNE0000018Y4
+,2005-04-08,Bao Steel,CNE0000015R4
+,2005-04-08,BGCTV,CNE0000016Y8
+,2005-04-08,Blue Flame Hldg,CNE0000012V3
+,2005-04-08,BNBMPLC,CNE000000QS4
+,2005-04-08,BOE,CNE0000016L5
+,2005-04-08,BRIGHT DAIRY,CNE000001C99
+,2005-04-08,BSU,CNE0000017H1
+,2005-04-08,BTTT,CNE000000RQ6
+,2005-04-08,BUCID,CNE000000Y52
+,2005-04-08,BYIS,CNE000001C65
+,2005-04-08,C.G.G.C,CNE000000QF1
+,2005-04-08,Caihong Display,CNE000000KG2
+,2005-04-08,CapitalECO-ProGr,CNE000001295
+,2005-04-08,CC Gas,CNE0000015W4
+,2005-04-08,CECL,CNE000000B42
+,2005-04-08,CGT Group,CNE000000RL7
+,2005-04-08,ChangAn,CNE000000R36
+,2005-04-08,Changhong,CNE000000GJ4
+,2005-04-08,Chengde Xinxin,CNE000001CF9
+,2005-04-08,Chengtou Holding,CNE0000005R5
+,2005-04-08,China Baoan Grp,CNE000000222
+,2005-04-08,China Estrn Arln,CNE000000TR0
+,2005-04-08,China NFC,CNE000000PK3
+,2005-04-08,China Rlwy Mtrls,CNE000000ZV9
+,2005-04-08,China Unicom,CNE000001CS2
+,2005-04-08,ChinaMrchntBank,CNE000001B33
+,2005-04-08,Chunlan,CNE000000GC9
+,2005-04-08,Chutian Smart,CNE000001GW5
+,2005-04-08,CIMC,CNE000000644
+,2005-04-08,CITIC Guoan,CNE000000TD0
+,2005-04-08,CITIC Securities,CNE000001DB6
+,2005-04-08,CITIC Steel,CNE0000008J6
+,2005-04-08,CM PORT GROUP,CNE000000818
+,2005-04-08,CMBC,CNE0000015Y0
+,2005-04-08,CMPD,CNE0000008B3
+,2005-04-08,CN RARE EARTH,CNE000000WS2
+,2005-04-08,CN Rfrm Hlth,CNE000000255
+,2005-04-08,COFCO Biotech,CNE000000ZR7
+,2005-04-08,Coking Coal Enr,CNE0000013Y5
+,2005-04-08,Conch Cement,CNE0000019V8
+,2005-04-08,COOEC,CNE0000019T2
+,2005-04-08,COSCO Energy,CNE000001BD6
+,2005-04-08,COSCO Shipping,CNE000001B58
+,2005-04-08,CS,CNE0000001Y0
+,2005-04-08,CSG Hldg,CNE0000002R2
+,2005-04-08,CSN,CNE000001FG0
+,2005-04-08,CTV Media,CNE000000QY2
+,2005-04-08,CWTC,CNE000000YH1
+,2005-04-08,CXPC,CNE000000R51
+,2005-04-08,CYPC,CNE000001G87
+,2005-04-08,CYTS,CNE000000V14
+,2005-04-08,Dashang,CNE000000DW4
+,2005-04-08,Datang Telecom,CNE000000X87
+,2005-04-08,DEEJ,CNE0000006Y9
+,2005-04-08,DFAC,CNE000000ZT3
+,2005-04-08,DGKG,CNE000000R02
+,2005-04-08,DHEP,CNE000000M56
+,2005-04-08,Dongfang Elect,CNE0000006P7
+,2005-04-08,DYNAMIC,CNE100003209
+,2005-04-08,DZUG,CNE0000007Y7
+,2005-04-08,EneCarbonNewMatl,CNE000000115
+,2005-04-08,FAW Jiefang,CNE000000R85
+,2005-04-08,Fenghua,CNE000000GH8
+,2005-04-08,Financial St,CNE000000KT5
+,2005-04-08,FOSUNPHARMA,CNE000000X38
+,2005-04-08,Foton,CNE000000WC6
+,2005-04-08,FOUNDERTECH,CNE0000001S2
+,2005-04-08,FS Elcl & Ltg,CNE000000DN3
+,2005-04-08,FujianExpressway,CNE000001717
+,2005-04-08,FYG,CNE000000230
+,2005-04-08,G SH Container,CN0005022685
+,2005-04-08,Galaxy Biomed,CNE0000009R7
+,2005-04-08,GanyueExpressway,CNE0000012D1
+,2005-04-08,GBIAC,CNE000001DX0
+,2005-04-08,GD Meiyan Hydro,CNE000000HB9
+,2005-04-08,GD Midea,CNE0000003N9
+,2005-04-08,GD Power,CNE000000PC0
+,2005-04-08,GD ZN Iron,CNE000000PW8
+,2005-04-08,GDG,CNE000000SB6
+,2005-04-08,GED,CNE0000006J0
+,2005-04-08,GGEP,CNE0000011Y9
+,2005-04-08,Goworld,CNE000000T26
+,2005-04-08,GPED,CNE0000006Z6
+,2005-04-08,GRANDJOY,CNE000000BJ5
+,2005-04-08,Gree Electric,CNE0000001D4
+,2005-04-08,GRI,CNE000000JS9
+,2005-04-08,Guanghui Stone,CNE0000012G4
+,2005-04-08,Guangju Energy,CNE000001410
+,2005-04-08,HACL,CNE0000019Z9
+,2005-04-08,Haier Smart Home,CNE000000CG9
+,2005-04-08,Hainan Airlines,CNE0000011C5
+,2005-04-08,Hainan Express,CNE000000V48
+,2005-04-08,Handan Steel,CNE000000V55
+,2005-04-08,HASCO,CNE000000M15
+,2005-04-08,HBIS,CNE000000H20
+,2005-04-08,HDECL,CNE000000KX7
+,2005-04-08,Hi-Speed RB,CNE0000009D7
+,2005-04-08,Hisense Visual,CNE000000PF3
+,2005-04-08,HNPI,CNE000001998
+,2005-04-08,Huabei Exwy,CNE000000ZX5
+,2005-04-08,Huakong Seg,CNE000000QV8
+,2005-04-08,Huaxia Bank,CNE000001FW7
+,2005-04-08,Hunan Pros Harmo,CNE000000MC7
+,2005-04-08,HX Group,CNE000000CF1
+,2005-04-08,HYGF,CNE000001FP1
+,2005-04-08,HZIS,CNE000000V97
+,2005-04-08,INESA-it,CNE0000001T0
+,2005-04-08,Insigma,CNE000000PH9
+,2005-04-08,Jiangling Motors,CNE000000CV8
+,2005-04-08,Jiangsu Exwy,CNE0000016S0
+,2005-04-08,Jiangxi Copper,CNE0000019P0
+,2005-04-08,Jidong Cement,CNE000000GX5
+,2005-04-08,Jilin Aodong,CNE000000719
+,2005-04-08,Jinkong Power,CNE000000776
+,2005-04-08,Jinzhou Petroche,CNE100003266
+,2005-04-08,JL Chem Fibre,CNE0000008F4
+,2005-04-08,JL ElecPo,CNE000001CR4
+,2005-04-08,JSHX,CNE000001600
+,2005-04-08,JSSS,CNE0000010V7
+,2005-04-08,JSZY,CNE000000N97
+,2005-04-08,JWTM,CNE000000JN0
+,2005-04-08,JZEG,CNE0000010H6
+,2005-04-08,JZP,CNE000000Z85
+,2005-04-08,Kaidi Eco,CNE000001089
+,2005-04-08,Kaifa,CNE000000FK4
+,2005-04-08,KL Energy Chem,CNE000001HX1
+,2005-04-08,KONKA GROUP,CNE0000002T8
+,2005-04-08,L&T City,CNE000000P46
+,2005-04-08,Laiwu Steel,CNE000000SX0
+,2005-04-08,LIAOHE JINMA,CNE100003274
+,2005-04-08,Liaoning Shenhua,CNE0000001X2
+,2005-04-08,Ling Steel,CNE000001279
+,2005-04-08,Liugong,CNE000000DB8
+,2005-04-08,LJZ,CNE0000009S5
+,2005-04-08,LNCD,CNE000000LY3
+,2005-04-08,LTH,CNE000000Z02
+,2005-04-08,LTTC,CNE000001667
+,2005-04-08,Luoniushan,CNE000000CR6
+,2005-04-08,LZ Aluminium,CN0005026181
+,2005-04-08,Lzlj,CNE000000GF2
+,2005-04-08,MAS C.L.,CNE000000DD4
+,2005-04-08,MINLIST,CNE000000Q78
+,2005-04-08,Moutai,CNE0000018R8
+,2005-04-08,NanJing Steel,CNE0000014Q9
+,2005-04-08,NBSS,CNE000000JJ8
+,2005-04-08,NCPC,CNE000000D16
+,2005-04-08,Neusoft,CNE000000KJ6
+,2005-04-08,NHPRECL,CNE0000005M6
+,2005-04-08,Ningbo Fuda,CNE000000L81
+,2005-04-08,NJ Tanker,CNE000000QC8
+,2005-04-08,NM Yili,CNE000000JP5
+,2005-04-08,NMHD,CNE000000GN6
+,2005-04-08,Nonfemet,CNE000000FS7
+,2005-04-08,NORTH COPPER,CNE000000PR8
+,2005-04-08,Nuode,CNE000000TB4
+,2005-04-08,OCT,CNE000000SS0
+,2005-04-08,OGI,CNE000000FX7
+,2005-04-08,OPG,CNE0000004Z1
+,2005-04-08,OTIC,CNE0000011N2
+,2005-04-08,PAB,CNE000000040
+,2005-04-08,Paslin Digital,CNE0000010B9
+,2005-04-08,PGVT,CNE0000007H2
+,2005-04-08,Phoenix Shipping,CNE0000003M1
+,2005-04-08,Protrully,CNE000000RC6
+,2005-04-08,PZER,CNE000000859
+,2005-04-08,Qinghai SaltLake,CNE000000SW2
+,2005-04-08,QSZY,CNE000000S19
+,2005-04-08,S Lucky Film,CNE000000V63
+,2005-04-08,S Sd Alumini,CN0009230755
+,2005-04-08,SAIC Motor,CNE000000TY6
+,2005-04-08,Sany Heavy Indl,CNE000001F70
+,2005-04-08,SBMG,CNE000000RS2
+,2005-04-08,SCPH,CNE0000015H5
+,2005-04-08,SCSF,CNE000000NH4
+,2005-04-08,SCTE,CNE000000BQ0
+,2005-04-08,SDHH,CNE000000WH5
+,2005-04-08,SDHS,CNE0000019Y2
+,2005-04-08,SDHT,CNE0000014Y3
+,2005-04-08,SDIC Power,CNE000000JM2
+,2005-04-08,SH Airlines,CNE000001CQ6
+,2005-04-08,SH Bailian Grp,CNE0000007B5
+,2005-04-08,SH Broadband,CNE0000003B4
+,2005-04-08,SH Elec Power,CNE000001G53
+,2005-04-08,SH Golden Bridge,CNE000000404
+,2005-04-08,SH Intl Airport,CNE000000V89
+,2005-04-08,SH MEI,CNE000000B91
+,2005-04-08,SH Pearl,CNE0000003Q2
+,2005-04-08,Shandong Steel,CNE000001JV1
+,2005-04-08,Shanghai Belling,CNE000000XB6
+,2005-04-08,Shanghai Const,CNE000000WR4
+,2005-04-08,Shanghai Energy,CNE000001915
+,2005-04-08,Shanghai Pharma,CNE000000C82
+,2005-04-08,SHANTUI,CNE000000KZ2
+,2005-04-08,Shaoneng Group,CNE0000009H8
+,2005-04-08,SHCF,CNE0000006D3
+,2005-04-08,SHD,CNE000000792
+,2005-04-08,Shen Huo,CNE000001097
+,2005-04-08,Shenergy,CNE0000005Q7
+,2005-04-08,Shenyang Chem,CNE0000002H3
+,2005-04-08,Shenyang Mach,CNE0000008W9
+,2005-04-08,SHForeignService,CNE0000002W2
+,2005-04-08,Shougang,CNE000001196
+,2005-04-08,Shuanghui,CNE000000XM3
+,2005-04-08,SHUNNA,CNE0000003T6
+,2005-04-08,Sihuan Bioeng,CNE0000001P8
+,2005-04-08,Sinoair,CNE0000015Z7
+,2005-04-08,Sinochem Intl,CNE0000011R3
+,2005-04-08,Sinopec Corp.,CNE0000018G1
+,2005-04-08,Sinopec Qilu,CN0009128157
+,2005-04-08,Sinopec SSC,CNE000000HS3
+,2005-04-08,Sinopec Yangzi,CNE100003282
+,2005-04-08,Sinopec ZY Petro,CNE100003290
+,2005-04-08,SLSVC,CNE000000XZ5
+,2005-04-08,SPC,CNE000000BB2
+,2005-04-08,SPD BANK,CNE0000011B7
+,2005-04-08,StarLake Science,CNE000000H46
+,2005-04-08,STEC,CNE000000B83
+,2005-04-08,STSS,CNE000000WM5
+,2005-04-08,Sundiro Holding,CNE000000586
+,2005-04-08,Sytech,CNE000000XL5
+,2005-04-08,SZ Airport,CNE000000VK1
+,2005-04-08,Sz Energy,CNE000000933
+,2005-04-08,SZAP,CNE0000008V1
+,2005-04-08,SZEW,CNE0000019G9
+,2005-04-08,TBEA,CNE000000RB8
+,2005-04-08,TCEPC,CNE000000HX3
+,2005-04-08,TCL TECH,CNE000001GL8
+,2005-04-08,THTF,CNE000000RK9
+,2005-04-08,Tianjin Port,CNE000000L16
+,2005-04-08,TIK,CNE000000YB4
+,2005-04-08,TNMG,CNE000000529
+,2005-04-08,Top Energy,CNE000000NK8
+,2005-04-08,TPV Tech,CNE0000002J9
+,2005-04-08,TRT,CNE000000R69
+,2005-04-08,Tsingtao Brewery,CNE0000009Y3
+,2005-04-08,UDC,CNE000000G13
+,2005-04-08,Valin Steel,CNE000001006
+,2005-04-08,VANKE,CNE0000000T2
+,2005-04-08,Vontron Tech,CNE000000Z51
+,2005-04-08,Wanfang Alum,CNE000000826
+,2005-04-08,Wanhua,CNE0000016J9
+,2005-04-08,Wenergy,CNE000000DF9
+,2005-04-08,WFHT,CNE0000002G5
+,2005-04-08,Winnerway,CNE0000003D0
+,2005-04-08,Wuhan Steel,CNE000000ZZ0
+,2005-04-08,Wuliangye,CNE000000VQ8
+,2005-04-08,WXQC,CNE000000FB3
+,2005-04-08,XCMG Constr,CNE000000FH0
+,2005-04-08,Xiandai Invt,CNE000000925
+,2005-04-08,Xiangyu,CNE000000QN5
+,2005-04-08,Xinxiang Chem,CNE0000010N4
+,2005-04-08,Xinxing Pipes,CNE000000QG9
+,2005-04-08,XJ Electric,CNE0000007F6
+,2005-04-08,XM C&D,CNE000000WL7
+,2005-04-08,XSS,CNE000000TF5
+,2005-04-08,Yanjing Brewery,CNE000000S84
+,2005-04-08,Yankuang Energy,CNE000000WV6
+,2005-04-08,Yasheng Group,CNE000000SP6
+,2005-04-08,YCC,CNE000000W13
+,2005-04-08,Youngor Fashion,CNE000000XR2
+,2005-04-08,YPH,CNE000000SF7
+,2005-04-08,YTG,CNE000000JC3
+,2005-04-08,Yueda Inv.,CNE000000DY0
+,2005-04-08,Yunnan Alumin,CNE000000VG9
+,2005-04-08,Yunnan Tin,CNE0000011D3
+,2005-04-08,Yuxiao RareEarth,CNE0000001W4
+,2005-04-08,YYTH,CNE000000S01
+,2005-04-08,ZCE,CNE000000TS8
+,2005-04-08,Zhenhua Tech,CNE000000RY0
+,2005-04-08,Zhongk Sanhuan,CNE000001261
+,2005-04-08,Zhongyuan Exp,CNE000001FL0
+,2005-04-08,Zhuhai Port,CNE000000149
+,2005-04-08,Zhuhai Zhongfu,CNE0000000C8
+,2005-04-08,ZJHTC,CNE000000JX9
+,2005-04-08,ZJQY,CNE000001055
+,2005-04-08,Zoomlion,CNE000001527
+,2005-04-08,ZPMC,CNE000001683
+,2005-04-08,ZTE,CNE000000TK5
